,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,58.769911504424776,35.283185840707965,36.610619469026545,43.05309734513274,31.353982300884955,48.24778761061947,33.26548672566372,48.575221238938056,46.690265486725664,36.07079646017699,33.30088495575221,35.21238938053097,39.06194690265487,35.97345132743363,51.36283185840708,36.07079646017699,30.442477876106196,50.716814159292035,0.0,55.70796460176991,58.203539823008846,44.54867256637168,41.02654867256637,59.19469026548673,85.87610619469027,42.5929203539823,44.008849557522126,48.39823008849557,44.7787610619469,17.95575221238938,21.699115044247787,55.008849557522126,57.123893805309734,41.92920353982301,35.19469026548673,33.14159292035398,18.876106194690266,39.3716814159292,53.575221238938056,29.460176991150444,27.63716814159292,32.97345132743363,47.902654867256636,41.47787610619469,48.36283185840708,42.21238938053097,33.743362831858406,63.7787610619469,42.902654867256636,50.53982300884956,32.0,25.97345132743363,27.663716814159294,35.67256637168141,19.04424778761062,21.061946902654867,34.95575221238938,29.539823008849556,48.24778761061947,18.601769911504423,31.256637168141594,36.92920353982301,31.053097345132745,18.946902654867255,52.839285714285715,68.45535714285714,46.557522123893804,21.23008849557522,31.787610619469028,56.1858407079646,21.01769911504425,22.150442477876105,24.920353982300885,42.35398230088496,38.230088495575224,22.371681415929203,73.8141592920354,56.13274336283186,73.77876106194691,76.34513274336283,53.26548672566372,30.920353982300885,46.389380530973455,20.141592920353983,27.27433628318584,20.442477876106196,74.08849557522124,26.106194690265486,24.56637168141593,44.45132743362832,44.70796460176991
1,56.663716814159294,61.24778761061947,60.469026548672566,62.8141592920354,46.743362831858406,39.15929203539823,49.982300884955755,64.20353982300885,19.58407079646018,55.61946902654867,44.43362831858407,37.39823008849557,52.61946902654867,44.78761061946903,56.45132743362832,36.15929203539823,28.56637168141593,62.097345132743364,0.0,49.769911504424776,49.796460176991154,50.53982300884956,60.575221238938056,74.13274336283186,97.00884955752213,45.610619469026545,27.56637168141593,40.21238938053097,69.50442477876106,23.336283185840706,42.53982300884956,72.12389380530973,43.30088495575221,43.19469026548673,31.300884955752213,29.212389380530972,26.86725663716814,32.19469026548673,58.51327433628319,39.31858407079646,33.424778761061944,17.56637168141593,44.575221238938056,30.424778761061948,19.778761061946902,26.530973451327434,30.79646017699115,45.43362831858407,32.47787610619469,29.663716814159294,41.4070796460177,46.008849557522126,34.48672566371681,26.938053097345133,33.65486725663717,29.575221238938052,40.69911504424779,24.893805309734514,32.2212389380531,30.212389380530972,23.424778761061948,40.07079646017699,30.292035398230087,44.78761061946903,44.982142857142854,61.19642857142857,46.982300884955755,33.283185840707965,17.98230088495575,48.557522123893804,64.76991150442478,47.10619469026549,35.50442477876106,36.86725663716814,40.230088495575224,40.36283185840708,59.4070796460177,73.16814159292035,29.150442477876105,62.94690265486726,29.13274336283186,12.601769911504425,65.99115044247787,48.97345132743363,35.796460176991154,30.345132743362832,40.46017699115044,36.53982300884956,31.38938053097345,40.51327433628319,61.097345132743364
2,85.01769911504425,55.05309734513274,37.24778761061947,42.89380530973451,44.67256637168141,46.54867256637168,33.6283185840708,72.31858407079646,65.30088495575221,22.221238938053098,66.7433628318584,36.663716814159294,44.61946902654867,43.017699115044245,75.03539823008849,48.230088495575224,24.0,62.64601769911504,0.0,53.14159292035398,54.150442477876105,44.76106194690266,46.902654867256636,53.43362831858407,96.4424778761062,59.02654867256637,45.26548672566372,77.00884955752213,36.94690265486726,23.787610619469028,34.203539823008846,55.982300884955755,34.70796460176991,50.56637168141593,50.15929203539823,36.24778761061947,24.504424778761063,27.43362831858407,46.769911504424776,29.23008849557522,39.02654867256637,16.58407079646018,74.26548672566372,26.02654867256637,44.0353982300885,40.94690265486726,26.053097345132745,53.92920353982301,47.16814159292036,65.69026548672566,31.95575221238938,36.9646017699115,32.5929203539823,30.920353982300885,31.02654867256637,33.76106194690266,20.86725663716814,22.07079646017699,49.30088495575221,28.575221238938052,9.814159292035399,42.14159292035398,25.088495575221238,33.982300884955755,39.00892857142857,46.17857142857143,63.530973451327434,21.486725663716815,38.9646017699115,56.796460176991154,41.0,25.141592920353983,65.39823008849558,55.13274336283186,37.35398230088496,48.690265486725664,60.24778761061947,62.849557522123895,40.123893805309734,52.83185840707964,41.21238938053097,25.141592920353983,89.14159292035399,40.876106194690266,61.70796460176991,37.76106194690266,45.769911504424776,31.663716814159294,48.05309734513274,35.69911504424779,52.0353982300885
3,71.39823008849558,55.39823008849557,55.389380530973455,47.43362831858407,48.76106194690266,46.76106194690266,43.69911504424779,62.08849557522124,55.32743362831859,32.991150442477874,39.07964601769911,57.67256637168141,37.83185840707964,35.982300884955755,63.256637168141594,40.97345132743363,41.02654867256637,52.69911504424779,0.0,55.05309734513274,29.548672566371682,47.017699115044245,59.07964601769911,76.73451327433628,79.61946902654867,56.67256637168141,43.823008849557525,50.19469026548673,51.575221238938056,20.504424778761063,47.67256637168141,69.72566371681415,42.94690265486726,40.176991150442475,46.16814159292036,42.19469026548673,23.876106194690266,26.82300884955752,56.3716814159292,29.141592920353983,31.79646017699115,22.548672566371682,43.86725663716814,43.097345132743364,44.796460176991154,58.19469026548673,29.088495575221238,28.43362831858407,45.424778761061944,70.31858407079646,39.30088495575221,34.08849557522124,25.265486725663717,31.56637168141593,38.34513274336283,42.65486725663717,42.823008849557525,37.9646017699115,48.43362831858407,13.79646017699115,41.94690265486726,35.203539823008846,21.513274336283185,32.53982300884956,38.535714285714285,56.3125,56.424778761061944,31.548672566371682,36.94690265486726,69.8141592920354,53.34513274336283,51.530973451327434,47.08849557522124,50.89380530973451,35.584070796460175,50.50442477876106,46.89380530973451,71.42477876106194,59.54867256637168,57.63716814159292,32.902654867256636,42.017699115044245,62.15929203539823,26.283185840707965,53.10619469026549,22.309734513274336,61.4070796460177,45.823008849557525,44.80530973451327,51.176991150442475,57.557522123893804
4,68.79646017699115,40.8141592920354,39.75221238938053,43.72566371681416,34.38053097345133,48.557522123893804,45.415929203539825,59.47787610619469,26.256637168141594,42.65486725663717,27.858407079646017,48.92920353982301,46.80530973451327,49.10619469026549,81.15044247787611,63.08849557522124,49.6283185840708,61.80530973451327,0.0,68.49557522123894,32.72566371681416,50.93805309734513,53.26548672566372,40.13274336283186,94.85840707964601,53.92920353982301,27.920353982300885,70.70796460176992,60.19469026548673,12.247787610619469,27.238938053097346,82.21238938053098,48.75221238938053,49.84070796460177,43.85840707964602,23.221238938053098,29.654867256637168,45.32743362831859,33.63716814159292,32.38053097345133,17.8141592920354,27.86725663716814,45.89380530973451,42.45132743362832,31.38053097345133,44.469026548672566,17.68141592920354,53.54867256637168,52.14159292035398,48.95575221238938,22.716814159292035,45.8141592920354,43.23893805309734,34.203539823008846,17.82300884955752,42.876106194690266,24.115044247787612,44.34513274336283,72.72566371681415,26.469026548672566,32.84070796460177,62.07964601769911,22.831858407079647,47.95575221238938,58.517857142857146,55.839285714285715,44.78761061946903,18.86725663716814,27.079646017699115,69.48672566371681,45.68141592920354,39.0353982300885,56.29203539823009,52.716814159292035,45.50442477876106,37.823008849557525,70.29203539823008,46.442477876106196,48.06194690265487,65.12389380530973,46.07964601769911,23.292035398230087,68.77876106194691,46.176991150442475,32.176991150442475,27.58407079646018,54.982300884955755,23.72566371681416,18.97345132743363,49.50442477876106,69.29203539823008
5,42.48672566371681,64.15929203539822,45.823008849557525,39.92035398230089,58.54867256637168,48.14159292035398,46.95575221238938,47.3716814159292,25.5929203539823,45.53982300884956,22.920353982300885,36.83185840707964,44.04424778761062,30.41592920353982,68.63716814159292,49.823008849557525,49.8141592920354,43.2212389380531,0.0,21.106194690265486,49.3716814159292,39.91150442477876,54.11504424778761,48.68141592920354,92.21238938053098,61.43362831858407,25.424778761061948,61.4070796460177,39.690265486725664,13.628318584070797,44.19469026548673,91.00884955752213,59.73451327433628,35.982300884955755,66.23893805309734,33.823008849557525,12.778761061946902,37.336283185840706,53.0,14.212389380530974,49.982300884955755,31.761061946902654,42.415929203539825,32.743362831858406,22.053097345132745,49.309734513274336,43.05309734513274,35.31858407079646,58.51327433628319,30.4070796460177,29.79646017699115,45.72566371681416,36.097345132743364,32.39823008849557,39.72566371681416,46.85840707964602,29.75221238938053,31.699115044247787,43.54867256637168,33.95575221238938,54.27433628318584,48.0353982300885,40.15929203539823,29.734513274336283,57.75,63.723214285714285,38.83185840707964,30.04424778761062,31.36283185840708,44.97345132743363,34.283185840707965,62.0,54.283185840707965,41.283185840707965,29.17699115044248,58.64601769911504,82.57522123893806,81.02654867256638,40.876106194690266,40.07964601769911,58.97345132743363,41.6283185840708,70.59292035398231,33.70796460176991,26.442477876106196,45.150442477876105,65.30973451327434,28.23008849557522,26.68141592920354,38.6283185840708,43.69911504424779
6,62.283185840707965,58.34513274336283,43.88495575221239,46.45132743362832,38.2212389380531,75.73451327433628,37.49557522123894,67.46902654867256,56.283185840707965,33.92035398230089,38.45132743362832,46.14159292035398,35.05309734513274,50.85840707964602,59.796460176991154,42.982300884955755,44.32743362831859,57.89380530973451,0.0,57.60176991150443,50.50442477876106,38.0353982300885,63.73451327433628,39.389380530973455,97.34513274336283,39.690265486725664,26.52212389380531,86.30973451327434,54.3716814159292,29.601769911504423,55.8141592920354,71.12389380530973,59.13274336283186,70.84955752212389,39.97345132743363,26.008849557522122,29.61061946902655,31.265486725663717,74.83185840707965,13.982300884955752,15.548672566371682,13.973451327433628,61.92920353982301,16.265486725663717,19.884955752212388,33.982300884955755,70.35398230088495,41.203539823008846,40.63716814159292,62.97345132743363,21.07079646017699,22.513274336283185,26.212389380530972,20.98230088495575,21.734513274336283,30.1858407079646,30.38053097345133,26.5929203539823,53.63716814159292,36.389380530973455,19.265486725663717,63.4070796460177,22.884955752212388,37.61946902654867,44.598214285714285,55.839285714285715,61.902654867256636,36.0353982300885,53.30088495575221,55.123893805309734,32.30088495575221,49.823008849557525,55.389380530973455,53.38053097345133,52.05309734513274,26.778761061946902,58.610619469026545,61.56637168141593,62.16814159292036,56.230088495575224,49.097345132743364,39.31858407079646,50.27433628318584,21.946902654867255,27.07079646017699,34.823008849557525,59.610619469026545,30.58407079646018,47.49557522123894,53.95575221238938,53.424778761061944
7,75.99115044247787,69.92035398230088,46.91150442477876,32.64601769911504,44.94690265486726,46.63716814159292,29.0,41.89380530973451,48.29203539823009,44.5929203539823,42.69911504424779,62.15929203539823,49.902654867256636,53.610619469026545,76.13274336283186,56.65486725663717,28.557522123893804,39.97345132743363,0.0,61.469026548672566,37.63716814159292,44.584070796460175,43.92035398230089,64.82300884955752,79.77876106194691,53.23893805309734,44.60176991150443,45.06194690265487,48.575221238938056,32.07964601769911,41.65486725663717,120.02654867256638,43.92920353982301,52.7787610619469,34.876106194690266,40.49557522123894,12.5929203539823,38.86725663716814,55.75221238938053,38.76106194690266,22.56637168141593,34.8141592920354,63.91150442477876,42.902654867256636,35.0353982300885,49.97345132743363,22.646017699115045,50.84070796460177,29.849557522123895,32.610619469026545,41.557522123893804,23.991150442477878,37.80530973451327,28.02654867256637,30.256637168141594,46.67256637168141,25.486725663716815,36.92920353982301,62.97345132743363,30.495575221238937,27.27433628318584,68.82300884955752,33.49557522123894,52.19469026548673,57.74107142857143,42.589285714285715,60.530973451327434,11.557522123893806,22.15929203539823,70.8141592920354,43.88495575221239,73.50442477876106,56.48672566371681,51.23893805309734,41.72566371681416,33.39823008849557,62.05309734513274,61.150442477876105,52.60176991150443,48.67256637168141,42.72566371681416,30.41592920353982,36.60176991150443,21.911504424778762,36.75221238938053,58.21238938053097,52.557522123893804,21.053097345132745,33.97345132743363,68.42477876106194,55.14159292035398
8,60.5929203539823,64.7433628318584,52.0353982300885,47.30088495575221,35.575221238938056,45.849557522123895,31.601769911504423,53.63716814159292,39.876106194690266,39.86725663716814,45.63716814159292,30.04424778761062,42.97345132743363,51.43362831858407,63.309734513274336,55.93805309734513,26.300884955752213,43.92920353982301,0.0,41.743362831858406,48.95575221238938,42.64601769911504,75.30973451327434,37.07964601769911,99.29203539823008,47.84070796460177,49.54867256637168,40.08849557522124,38.309734513274336,18.86725663716814,54.63716814159292,83.7433628318584,35.4070796460177,51.48672566371681,57.67256637168141,48.70796460176991,22.47787610619469,20.920353982300885,38.769911504424776,30.530973451327434,27.84070796460177,24.63716814159292,57.575221238938056,32.176991150442475,28.946902654867255,25.27433628318584,26.41592920353982,41.34513274336283,26.079646017699115,48.38053097345133,27.504424778761063,25.097345132743364,49.88495575221239,35.743362831858406,42.26548672566372,39.04424778761062,42.442477876106196,31.68141592920354,59.14159292035398,38.06194690265487,38.61946902654867,60.88495575221239,55.69911504424779,43.92920353982301,43.169642857142854,60.035714285714285,59.47787610619469,23.805309734513273,39.93805309734513,62.32743362831859,41.35398230088496,54.46017699115044,58.35398230088496,63.32743362831859,44.15929203539823,40.16814159292036,74.15044247787611,45.27433628318584,50.123893805309734,83.61061946902655,46.52212389380531,52.3716814159292,67.86725663716814,26.628318584070797,32.9646017699115,29.831858407079647,59.72566371681416,27.008849557522122,34.85840707964602,45.017699115044245,38.83185840707964
9,70.46017699115045,64.57522123893806,55.68141592920354,69.71681415929204,42.256637168141594,41.73451327433628,62.10619469026549,40.017699115044245,62.584070796460175,51.43362831858407,29.150442477876105,41.27433628318584,29.283185840707965,52.11504424778761,81.77876106194691,57.05309734513274,20.17699115044248,48.415929203539825,0.0,52.424778761061944,24.72566371681416,49.04424778761062,65.00884955752213,52.07964601769911,83.929203539823,59.716814159292035,37.84070796460177,62.663716814159294,43.584070796460175,33.21238938053097,47.26548672566372,74.61946902654867,57.95575221238938,68.57522123893806,30.805309734513273,35.008849557522126,17.24778761061947,45.309734513274336,58.991150442477874,12.442477876106194,21.336283185840706,16.964601769911503,55.38053097345133,34.49557522123894,37.31858407079646,49.6283185840708,26.24778761061947,36.017699115044245,38.05309734513274,46.85840707964602,36.08849557522124,36.88495575221239,30.778761061946902,24.469026548672566,22.07079646017699,33.902654867256636,25.20353982300885,32.50442477876106,61.4070796460177,47.54867256637168,23.097345132743364,74.26548672566372,42.21238938053097,29.831858407079647,39.86607142857143,53.36607142857143,54.663716814159294,34.47787610619469,17.778761061946902,68.38053097345133,43.584070796460175,49.35398230088496,54.2212389380531,38.0,43.849557522123895,46.663716814159294,80.6283185840708,68.71681415929204,91.07964601769912,57.442477876106196,44.823008849557525,46.14159292035398,57.35398230088496,25.0,31.991150442477878,35.64601769911504,27.0,12.91150442477876,26.84070796460177,38.283185840707965,55.52212389380531
